Preset and Sample Listing for MODULA KONTROL 7-Performance.exb
Sun Jul 19 11:15:56 2026

Presets

Number  	Bank:Prog   	Name                              	Category
2037    	32000 Hz      	1,117,100 bytes	96 10                             	
2038    	19000 Hz      	191,910 bytes 	Drum Loop                         	
2039    	8000 Hz       	92,154 bytes  	Bass Loop                         	
2040    	19000 Hz      	123,776 bytes 	Pad 1 Transform                   	
2041    	19000 Hz      	218,874 bytes 	Pad 2                             	
2042    	19000 Hz      	218,874 bytes 	Pad 3                             	
2043    	19000 Hz      	101,694 bytes 	Crick++                           	
2044    	19000 Hz      	275,782 bytes 	Pad 5                             	
2045    	19000 Hz      	191,910 bytes 	Morf Clav                         	
2046    	19000 Hz      	218,874 bytes 	Pad 6                             	
2047    	19000 Hz      	191,910 bytes 	Guitar                            	
2048    	44100 Hz      	176,724 bytes 	Zenny C1                          	
2049    	44100 Hz      	180,340 bytes 	Zenny C2                          	
2050    	44100 Hz      	179,728 bytes 	Zenny C3                          	
2051    	44100 Hz      	89,872 bytes  	Zenny C4                          	
2052    	44100 Hz      	428,728 bytes 	Bell Pad C3                       	
2053    	44100 Hz      	429,938 bytes 	Bell Pad C2                       	
2054    	44100 Hz      	424,362 bytes 	Bell Pad C4                       	
2055    	44100 Hz      	984,352 bytes 	Volkan C1                         	
2056    	44100 Hz      	908,912 bytes 	Volkan C2                         	
2057    	44100 Hz      	303,324 bytes 	Volkan G3                         	
2058    	44100 Hz      	326,714 bytes 	Strings C2                        	
2059    	44100 Hz      	295,120 bytes 	Strings C3                        	
2060    	44100 Hz      	299,458 bytes 	Strings C4                        	
2061    	44100 Hz      	149,734 bytes 	Strings C5                        	
2062    	44100 Hz      	534,126 bytes 	Vocal C1                          	
2063    	44100 Hz      	383,408 bytes 	Vocal C2                          	
2064    	44100 Hz      	282,002 bytes 	Vocal C3                          	
2065    	44100 Hz      	94,114 bytes  	Vocal G4                          	
2066    	44100 Hz      	256,408 bytes 	Carlos 1                          	
2067    	44100 Hz      	313,216 bytes 	Carlos 2                          	
2068    	44100 Hz      	231,168 bytes 	Carlos 3                          	
2069    	44100 Hz      	338,594 bytes 	Film 1                            	
2070    	44100 Hz      	361,626 bytes 	Film 2                            	
2071    	44100 Hz      	361,010 bytes 	Film 3                            	
2072    	44100 Hz      	352,682 bytes 	M Brass G2                        	
2073    	44100 Hz      	440,002 bytes 	M Brass G3                        	
2074    	44100 Hz      	418,676 bytes 	M Brass G4                        	
2075    	44100 Hz      	416,906 bytes 	M Brass G5                        	
2076    	44100 Hz      	270,774 bytes 	M Pad G3                          	
2077    	44100 Hz      	269,706 bytes 	M Pad C4                          	
2078    	44100 Hz      	283,078 bytes 	M Pad G4                          	
2079    	44100 Hz      	28,230 bytes  	M Bass G1                         	
2080    	44100 Hz      	28,726 bytes  	M Bass C2                         	
2081    	44100 Hz      	27,996 bytes  	M Bass G2                         	
2082    	44100 Hz      	28,982 bytes  	M Bass C3                         	
2083    	44100 Hz      	30,018 bytes  	M Bass G3                         	
2084    	44100 Hz      	28,574 bytes  	M Bass C4                         	
2085    	44100 Hz      	26,762 bytes  	M Bass G4                         	
2086    	32000 Hz      	242,368 bytes 	Drum Loop                         	
2087    	32000 Hz      	121,194 bytes 	Guitar Loop                       	
2088    	30000 Hz      	113,614 bytes 	Sax Loop                          	
2089    	32000 Hz      	484,756 bytes 	Synth Loop                        	
2090    	22000 Hz      	83,316 bytes  	Drum Loop 2                       	
2091    	20000 Hz      	151,478 bytes 	Brass Loop                        	
2092    	19000 Hz      	28,238 bytes  	Leg Reamer                        	
2093    	24000 Hz      	144,224 bytes 	Clean Strike                      	
2094    	30000 Hz      	339,102 bytes 	F.GREGOR-VEXILLA                  	
2095    	24000 Hz      	363,544 bytes 	Bass Loop                         	
2096    	44053 Hz      	8,904 bytes   	Berimbau C4                       	
2097    	44053 Hz      	71,182 bytes  	Berimbau C2                       	
2098    	32531 Hz      	37,568 bytes  	Voc C2                            	
2099    	44053 Hz      	23,760 bytes  	Berimbau G3                       	
2100    	28500 Hz      	16,464 bytes  	Voc C3                            	
2101    	28500 Hz      	8,240 bytes   	Voc C4                            	
2102    	31356 Hz      	4,540 bytes   	Voc C5                            	
2103    	29340 Hz      	186,404 bytes 	CMI Org D3                        	
2104    	44100 Hz      	16,088 bytes  	Marimba B3                        	
2105    	30852 Hz      	8,436 bytes   	Marimba E4                        	
2106    	29340 Hz      	185,612 bytes 	CMI Org D3                       	
2107    	32531 Hz      	68,392 bytes  	CMI Org D4                        	
2108    	31524 Hz      	377,556 bytes 	CMI Org D2                        	
2109    	44100 Hz      	13,636 bytes  	CMI Vc F5                         	
2110    	28500 Hz      	11,868 bytes  	Ookk                              	
2111    	44100 Hz      	25,348 bytes  	CMI Bth2 C4                       	
2112    	44100 Hz      	11,520 bytes  	Gamelan F3                        	
2113    	30852 Hz      	33,732 bytes  	Marimba E2                        	
2114    	22050 Hz      	63,574 bytes  	Piano G2 Mono                     	
2115    	44100 Hz      	32,420 bytes  	CMI Vc E3                         	
2116    	22050 Hz      	15,898 bytes  	Piano G4 Mono                     	
2117    	44053 Hz      	375,032 bytes 	China1 F3                         	
2118    	44053 Hz      	360,952 bytes 	China2 F3                         	
2119    	44053 Hz      	383,208 bytes 	China1 F4                         	
2120    	44100 Hz      	45,968 bytes  	Bell 1                            	
2121    	44100 Hz      	22,996 bytes  	Bell 2                            	
2122    	44100 Hz      	11,508 bytes  	Bell 3                            	
2123    	44100 Hz      	5,764 bytes   	Bell 4                            	
2124    	44053 Hz      	249,972 bytes 	China2 F4                         	
2125    	28500 Hz      	200,928 bytes 	Monster2 F2                       	
2126    	44053 Hz      	399,920 bytes 	China1 F5                         	
2127    	44053 Hz      	316,164 bytes 	China2 F5                         	
2128    	31691 Hz      	262,460 bytes 	Monster D2                        	
2129    	28500 Hz      	375,676 bytes 	HarpGtr D#2                       	
2130    	28500 Hz      	455,072 bytes 	HarpGtr D#3                       	
2131    	28500 Hz      	227,548 bytes 	HarpGtr D#4                       	
2132    	44100 Hz      	540,480 bytes 	EII Vc C2                         	
2133    	30012 Hz      	338,016 bytes 	EII Vc G2                         	
2134    	30012 Hz      	425,668 bytes 	EII Vc C3                         	
2135    	30012 Hz      	284,100 bytes 	EII Vc G3                         	
2136    	29844 Hz      	123,592 bytes 	Monster D3                        	
2137    	30180 Hz      	46,828 bytes  	Monster D4                        	
2138    	44100 Hz      	5,846 bytes   	Sarrar C2                         	
2139    	44100 Hz      	4,788 bytes   	Sarrar C4                         	
2140    	44053 Hz      	204,382 bytes 	Jacks Bth D2                      	
2141    	44100 Hz      	86,548 bytes  	CMI Vc B2                         	
2142    	44053 Hz      	76,562 bytes  	Jacks Bth F4                      	
2143    	44053 Hz      	12,092 bytes  	Perc Vc D#2                       	
2144    	44100 Hz      	138,496 bytes 	Monster2 G3                       	
2145    	44053 Hz      	2,842 bytes   	Perc Vc F4                        	
2146    	33333 Hz      	6,588 bytes   	C 64 A#2                          	
2147    	33333 Hz      	1,968 bytes   	C 64 G4                           	
2148    	44053 Hz      	13,572 bytes  	Resyn Gtr C2                      	
2149    	44053 Hz      	4,538 bytes   	Resyn Gtr G3                      	
2150    	44053 Hz      	4,586 bytes   	Resyn Voc G#2                     	
2151    	28500 Hz      	32,680 bytes  	CMI Vc2 B3                        	
2152    	28500 Hz      	26,456 bytes  	CMI Vc3 B3                        	
2153    	28500 Hz      	23,732 bytes  	CMI Vc4 B3                        	
2154    	44053 Hz      	1,128 bytes   	Resyn Voc G#5                     	
2155    	44100 Hz      	13,730 bytes  	FX 1                              	
2156    	44100 Hz      	6,868 bytes   	FX 2                              	
2157    	44100 Hz      	3,438 bytes   	FX 3                              	
2158    	44100 Hz      	20,466 bytes  	FX 4                              	
2159    	44100 Hz      	10,236 bytes  	FX 5                              	
2160    	44100 Hz      	3,840 bytes   	FX 6                              	
2161    	44053 Hz      	52,636 bytes  	Hammer 1                          	
2162    	44053 Hz      	46,436 bytes  	Hammer 2                          	
2163    	44053 Hz      	38,212 bytes  	Hammer 3                          	
2164    	44053 Hz      	642,688 bytes 	Breath                            	
2165    	44100 Hz      	67,660 bytes  	CMI Bth1 C4                       	
2166    	44100 Hz      	38,748 bytes  	Gamelan B2                        	
2167    	24000 Hz      	40,344 bytes  	HH Pedal 1                        	
2168    	24000 Hz      	60,930 bytes  	Conga Op 2                        	
2169    	20000 Hz      	38,448 bytes  	Tumba Open                        	
2170    	30000 Hz      	51,194 bytes  	Dumbeck 2                         	
2171    	36000 Hz      	119,210 bytes 	Ludwig Snare 04                   	
2172    	36000 Hz      	460,044 bytes 	HH Open 2 up 3                    	
2173    	48000 Hz      	66,996 bytes  	Ludwig Kick 4                     	
2174    	24000 Hz      	31,318 bytes  	Ludwig Kick 2                     	
2175    	36000 Hz      	216,546 bytes 	Tom 08                            	
2176    	25000 Hz      	2,422 bytes   	Nother Conga                      	
2177    	32000 Hz      	83,110 bytes  	HH Closed 2                       	
2178    	24000 Hz      	35,020 bytes  	Ludwig Kick 1                     	
2179    	24000 Hz      	122,328 bytes 	Tom 20                            	
2180    	24000 Hz      	27,612 bytes  	Ludwig Snare 05                   	
2181    	29000 Hz      	356,158 bytes 	Crash 2 up3                       	
2182    	31000 Hz      	438,696 bytes 	Ride 2 up3                        	
2183    	30000 Hz      	67,554 bytes  	Afr. Vibraslap                    	
2184    	36000 Hz      	42,840 bytes  	Shakerine                         	
2185    	44100 Hz      	36,178 bytes  	Guiro Chif                        	
2186    	44100 Hz      	46,036 bytes  	Guiro Scratch 2                   	
2187    	48000 Hz      	31,202 bytes  	Clave mf                          	
2188    	48000 Hz      	61,318 bytes  	Block 2 mf                        	
2189    	24000 Hz      	21,088 bytes  	Block 2 f                         	
2190    	30000 Hz      	83,622 bytes  	Metal Cup 1                       	
2191    	30000 Hz      	69,394 bytes  	Metal Cup 2                       	
2192    	29000 Hz      	14,712 bytes  	Rebar Hit                         	
2193    	30000 Hz      	120,650 bytes 	Rebar Open                        	
2194    	24000 Hz      	46,260 bytes  	Conga Slap 1 ff                   	
2195    	24000 Hz      	53,834 bytes  	Conga Slap 1 mf                   	
2196    	24000 Hz      	12,490 bytes  	MS-20 Rim                         	
2197    	24000 Hz      	12,328 bytes  	Scratch It 1                      	
2198    	30000 Hz      	16,994 bytes  	Scratcher                         	
2199    	21496 Hz      	3,914 bytes   	Broken Stick                      	
2200    	23999 Hz      	1,916 bytes   	TR-55 Clave                       	
2201    	24000 Hz      	2,912 bytes   	SK-1 Bass Drum                    	
2202    	24000 Hz      	13,534 bytes  	MS-20 Squeek                      	
2203    	24000 Hz      	230,284 bytes 	Splash                            	
2204    	24000 Hz      	295,464 bytes 	Crash 1 up3                       	
2205    	24000 Hz      	321,720 bytes 	Hi Crash up3                      	
2206    	24000 Hz      	165,648 bytes 	Ping Ride 1 up3                   	
2207    	36000 Hz      	416,190 bytes 	Ping Ride 2 up3                   	
2208    	36000 Hz      	630,986 bytes 	Ping Ride 3 up3                   	
2209    	24000 Hz      	44,520 bytes  	Ludwig Rim                        	
2210    	24000 Hz      	18,120 bytes  	VibraSlap                         	
2211    	36000 Hz      	32,394 bytes  	White Noise up6                   	
2212    	44001 Hz      	4,692 bytes   	Rim Shot 3                        	
2213    	24000 Hz      	86,174 bytes  	Tubular A#                        	
2214    	36362 Hz      	1,374 bytes   	Maracca                           	
2215    	44100 Hz      	7,314 bytes   	Whistle Hi Long                   	
2216    	24000 Hz      	13,868 bytes  	Guiro Scratch 1                   	
2217    	24000 Hz      	2,162 bytes   	Clave 909                         	
2218    	24000 Hz      	1,498 bytes   	Block 1                           	
2219    	26000 Hz      	2,994 bytes   	Low Block                         	
2220    	24000 Hz      	6,146 bytes   	Cuica                             	
2221    	26000 Hz      	12,662 bytes  	Open Triangle                     	
2222    	32000 Hz      	37,404 bytes  	Triangle                          	
2223    	34000 Hz      	4,668 bytes   	Shake-On                          	
2224    	31000 Hz      	24,504 bytes  	Sleigh Bell                       	
2225    	30000 Hz      	118,022 bytes 	Bell Tree Down                    	
2226    	32042 Hz      	1,120 bytes   	Rim Shot 1                        	
2227    	24000 Hz      	9,110 bytes   	Soprano Drum                      	
2228    	30000 Hz      	12,050 bytes  	Clap 1                            	
2229    	41667 Hz      	10,682 bytes  	E Indian Perc 1                   	
2230    	27778 Hz      	27,946 bytes  	Ambient Rasp                      	
2231    	28000 Hz      	8,348 bytes   	Tambo                             	
2232    	36000 Hz      	316,242 bytes 	HH Open 1 up 3                    	
2233    	36000 Hz      	89,456 bytes  	Ludwig Snare 07                   	
2234    	36000 Hz      	120,344 bytes 	Ludwig Snare 03                   	
2235    	24000 Hz      	98,542 bytes  	Tom 03                            	
2236    	30000 Hz      	13,762 bytes  	Nanjira Hit 1                     	
2237    	27777 Hz      	12,822 bytes  	Mid Timbale Cntr Str              	
2238    	30000 Hz      	39,302 bytes  	Nanjira Hit 2                     	
2239    	27777 Hz      	20,746 bytes  	Mid Timbale Rimshot               	
2240    	30000 Hz      	23,718 bytes  	Satellite Dr 1                    	
2241    	25000 Hz      	5,130 bytes   	Noddy CB 909                      	
2242    	32000 Hz      	53,228 bytes  	HH Closed 1                       	
2243    	30000 Hz      	100,652 bytes 	Satellite Dr 2                    	
2244    	30000 Hz      	126,374 bytes 	Satellite Dr 3                    	
2245    	24000 Hz      	50,498 bytes  	Bongo Low 2                       	
2246    	24000 Hz      	25,174 bytes  	Bongo 2                           	
2247    	36000 Hz      	350,270 bytes 	Tom 07                            	
2248    	28409 Hz      	2,228 bytes   	Bongo Hi Wet                      	
2249    	24000 Hz      	6,958 bytes   	Bongo Open                        	
2250    	24000 Hz      	48,078 bytes  	Bongo Low 1                       	
2251    	24000 Hz      	20,686 bytes  	Bongo 1                           	
2252    	24000 Hz      	42,024 bytes  	Conga Op 3                        	
2253    	24000 Hz      	30,838 bytes  	Sm Dmbk 2                         	
2254    	24000 Hz      	51,122 bytes  	Conga Op 1                        	
2255    	24000 Hz      	55,766 bytes  	Tumba Slap                        	
2256    	28000 Hz      	74,190 bytes  	Dumbeck 1                         	
2257    	28000 Hz      	6,896 bytes   	Congas Tone 1                     	
2258    	24000 Hz      	37,972 bytes  	Sm Dmbk 1                         	
2259    	36000 Hz      	21,866 bytes  	Agogo Hi Short                    	
2260    	36000 Hz      	34,294 bytes  	Agogo Low Short                   	
2261    	44100 Hz      	139,336 bytes 	Shaker 1 up3                      	
2262    	24000 Hz      	26,142 bytes  	Ludwig Ruff 1                     	
2263    	32000 Hz      	22,220 bytes  	Agogo Low Open                    	
2264    	36000 Hz      	92,778 bytes  	Agogo Hi Long                     	
2265    	44100 Hz      	79,632 bytes  	Agogo Low Long                    	
2266    	48000 Hz      	75,820 bytes  	Shaker 2                          	
2267    	36000 Hz      	80,002 bytes  	Ludwig Ruff 2                     	
2268    	44100 Hz      	24,940 bytes  	Whistle Lo Short                  	
2269    	44100 Hz      	47,670 bytes  	Whistle Hi Short                  	
2270    	44100 Hz      	7,094 bytes   	Whistle Lo Long                   	
2271    	32000 Hz      	91,842 bytes  	Roto 1                            	
2272    	24000 Hz      	70,506 bytes  	Roto 2                            	
2273    	36000 Hz      	315,676 bytes 	China ff up3                      	
2274    	24000 Hz      	33,784 bytes  	Ludwig Kick 3                     	
2275    	24000 Hz      	112,484 bytes 	Tom 02                            	
2276    	24000 Hz      	231,734 bytes 	Tom 04                            	
2277    	24000 Hz      	222,546 bytes 	Tom 05                            	
2278    	24000 Hz      	209,442 bytes 	Tom 06                            	
2279    	36000 Hz      	52,298 bytes  	Ludwig Snare 01                   	
2280    	36000 Hz      	98,346 bytes  	Ludwig Snare 02                   	
2281    	24000 Hz      	34,258 bytes  	Ludwig Snare 06                   	
2282    	36000 Hz      	93,710 bytes  	Ludwig Snare 08                   	
2283    	36000 Hz      	124,766 bytes 	Ludwig Snare 09                   	
2284    	24000 Hz      	31,974 bytes  	Ludwig Kick 5                     	
2285    	20000 Hz      	8,966 bytes   	Low Conga                         	
2286    	28000 Hz      	1,672 bytes   	Guiro Short                       	
2287    	32000 Hz      	52,830 bytes  	HH Pedal 2                        	
2288    	29951 Hz      	12,514 bytes  	Sine Kick A#0                     	
2289    	32000 Hz      	167,114 bytes 	Z Med Crash up3                   	
2290    	32000 Hz      	163,022 bytes 	Rock Ride up3                     	
2291    	32000 Hz      	137,696 bytes 	Rock Ride Bell up3                	
2292    	30000 Hz      	271,992 bytes 	Lil Bell up3                      	
2293    	48000 Hz      	36,822 bytes  	V20 Kick 2                        	
2294    	32000 Hz      	22,696 bytes  	V20 Kick 3                        	
2295    	28000 Hz      	18,222 bytes  	Kick 03                           	
2296    	24000 Hz      	15,418 bytes  	V20 Kick 4                        	
2297    	24000 Hz      	15,576 bytes  	Kick 04                           	
2298    	32000 Hz      	15,492 bytes  	Darstan Snare 5                   	
2299    	24000 Hz      	25,548 bytes  	Darston Nosnare 5                 	
2300    	48000 Hz      	38,128 bytes  	V20 Kick 1                        	
2301    	48000 Hz      	20,546 bytes  	Kick 02                           	
2302    	48000 Hz      	20,420 bytes  	Kick 01                           	
2303    	28000 Hz      	11,622 bytes  	Darstan Stick 1                   	
2304    	32000 Hz      	17,016 bytes  	Tom 09                            	
2305    	24000 Hz      	7,480 bytes   	Darstan Stick 4                   	
2306    	28000 Hz      	11,514 bytes  	Darston Rim 4                     	
2307    	28000 Hz      	10,496 bytes  	Darstan Stick 2                   	
2308    	24000 Hz      	6,996 bytes   	Darstan Stick 3                   	
2309    	32000 Hz      	28,638 bytes  	Darstan Snare 3                   	
2310    	28000 Hz      	43,732 bytes  	Darston Nosnare 3                 	
2311    	32000 Hz      	35,304 bytes  	Darstan Snare 1                   	
2312    	32000 Hz      	32,490 bytes  	Tom 13                            	
2313    	32000 Hz      	21,654 bytes  	Darstan Snare 4                   	
2314    	24000 Hz      	35,264 bytes  	Darston Nosnare 4                 	
2315    	32000 Hz      	30,444 bytes  	Darstan Snare 2                   	
2316    	28000 Hz      	14,522 bytes  	Darston Rim 3                     	
2317    	32000 Hz      	25,240 bytes  	Darston Rim 2                     	
2318    	32000 Hz      	25,216 bytes  	Darston Rim 1                     	
2319    	32000 Hz      	49,922 bytes  	Darston Nosnare 1                 	
2320    	32000 Hz      	27,782 bytes  	Tom 16                            	
2321    	32000 Hz      	51,638 bytes  	Darston Nosnare 2                 	
2322    	32000 Hz      	16,188 bytes  	Tom 11                            	
2323    	32000 Hz      	17,062 bytes  	Tom 10                            	
2324    	24000 Hz      	9,770 bytes   	Tom 12                            	
2325    	36001 Hz      	16,330 bytes  	HatTip 4                          	
2326    	36001 Hz      	17,404 bytes  	HatTip 3                          	
2327    	36001 Hz      	18,398 bytes  	HatTip 2                          	
2328    	36001 Hz      	20,746 bytes  	HatTip 1                          	
2329    	32000 Hz      	31,882 bytes  	Tom 14                            	
2330    	32000 Hz      	24,152 bytes  	Tom 15                            	
2331    	32000 Hz      	20,936 bytes  	Pedal 5                           	
2332    	32000 Hz      	19,206 bytes  	Pedal 4                           	
2333    	28000 Hz      	27,430 bytes  	Tom 18                            	
2334    	24000 Hz      	16,630 bytes  	Tom 19                            	
2335    	32000 Hz      	29,246 bytes  	Tom 17                            	
2336    	32000 Hz      	247,398 bytes 	Hat HalfOpen                      	
2337    	36000 Hz      	15,510 bytes  	SP Snare 1                        	
2338    	36000 Hz      	9,424 bytes   	SP Kick                           	
2339    	36000 Hz      	5,126 bytes   	SP Clsd Hat                       	
2340    	36000 Hz      	11,406 bytes  	SP ShrtHat                        	
2341    	24000 Hz      	41,064 bytes  	SP Tom Up                         	
2342    	24000 Hz      	5,458 bytes   	SP LoFi Tom                       	
2343    	36000 Hz      	6,558 bytes   	SP ShortClap                      	
2344    	36000 Hz      	20,218 bytes  	SP Hard Clap                      	
2345    	36000 Hz      	8,950 bytes   	SP Snare 2                        	
2346    	48000 Hz      	27,978 bytes  	SP GritShkr up                    	
2347    	24000 Hz      	21,772 bytes  	Brush Hat                         	
2348    	28000 Hz      	9,846 bytes   	Brush Hat Foot                    	
2349    	31000 Hz      	191,910 bytes 	Open Hat up6                      	
2350    	44100 Hz      	11,570 bytes  	Kick 05                           	
2351    	31000 Hz      	45,948 bytes  	Snare Brush 1                     	
2352    	28000 Hz      	31,408 bytes  	Snare Brush 2                     	
2353    	28000 Hz      	32,024 bytes  	Snare Brush 3                     	
2354    	24000 Hz      	63,980 bytes  	MS-20 Kick 1                      	
2355    	24000 Hz      	37,218 bytes  	MS-20 Kick 2                      	
2356    	17000 Hz      	10,380 bytes  	MS-20 FX 01                       	
2357    	24000 Hz      	27,388 bytes  	MS-20 Tom 1                       	
2358    	24000 Hz      	22,868 bytes  	MS-20 Tom 2                       	
2359    	24000 Hz      	24,738 bytes  	MS-20 Snare 1                     	
2360    	24000 Hz      	6,420 bytes   	MS-20 Snare 2                     	
2361    	24000 Hz      	14,486 bytes  	MS-20 Op HH 1                     	
2362    	24000 Hz      	44,252 bytes  	MS-20 Op HH 2                     	
2363    	24000 Hz      	7,700 bytes   	MS-20 FX 02                       	
2364    	24000 Hz      	20,372 bytes  	MS-20 Tom 3                       	
2365    	24000 Hz      	15,910 bytes  	MS-20 FX 03                       	
2366    	24000 Hz      	4,044 bytes   	MS-20 FX 04                       	
2367    	24000 Hz      	9,678 bytes   	MS-20 FX 05                       	
2368    	24000 Hz      	43,342 bytes  	MS-20ChinCymup12                  	
2369    	36000 Hz      	21,104 bytes  	MS-20 FX 06                       	
2370    	19000 Hz      	7,882 bytes   	MS-20 FX 07                       	
2371    	24000 Hz      	35,806 bytes  	MS-20 FX 08 up12                  	
2372    	24000 Hz      	38,496 bytes  	MS-20 FX 09 up12                  	
2373    	24000 Hz      	7,166 bytes   	MS-20 Claps                       	
2374    	24000 Hz      	3,368 bytes   	MS-20 Cl HH                       	
2375    	24000 Hz      	16,440 bytes  	MS-20 FX 10 up12                  	
2376    	44100 Hz      	24,406 bytes  	Punch Kick 2                      	
2377    	44100 Hz      	12,650 bytes  	Rule Snare 2                      	
2378    	28000 Hz      	7,426 bytes   	Mini Kick 1 Bk                    	
2379    	28000 Hz      	13,288 bytes  	Scratch It 2                      	
2380    	31000 Hz      	11,652 bytes  	Closed Hi Hat                     	
2381    	44001 Hz      	35,942 bytes  	Big Open Hat                      	
2382    	44001 Hz      	15,402 bytes  	Conga Slap 2                      	
2383    	44001 Hz      	14,382 bytes  	Congas Tone 2                     	
2384    	44001 Hz      	4,702 bytes   	Block Clave                       	
2385    	44100 Hz      	36,286 bytes  	Delay Shaker                      	
2386    	44100 Hz      	10,968 bytes  	Busta Blip                        	
2387    	44100 Hz      	9,858 bytes   	Sax Blip                          	
2388    	33000 Hz      	4,364 bytes   	Chicky Hit                        	
2389    	44100 Hz      	10,446 bytes  	Punch Kick 1                      	
2390    	44100 Hz      	15,652 bytes  	Sax Blat                          	
2391    	44100 Hz      	14,998 bytes  	Busta Hard Mute                   	
2392    	44100 Hz      	18,058 bytes  	Nylon Ntes                        	
2393    	32000 Hz      	111,596 bytes 	Tmp1Hit1Low up6                   	
2394    	44100 Hz      	11,700 bytes  	Tribe Kick 1                      	
2395    	44100 Hz      	23,822 bytes  	Diss Kick                         	
2396    	44100 Hz      	12,328 bytes  	Az Kick 4                         	
2397    	44100 Hz      	19,130 bytes  	Az Kick 5                         	
2398    	44100 Hz      	11,134 bytes  	Corey Hat 1                       	
2399    	44100 Hz      	5,554 bytes   	Corey Hat 2                       	
2400    	44100 Hz      	18,384 bytes  	Az Hat 1                          	
2401    	44100 Hz      	10,270 bytes  	Corey Clap 2                      	
2402    	44100 Hz      	17,050 bytes  	Az Kick 6                         	
2403    	44100 Hz      	14,492 bytes  	Clip Snare 2                      	
2404    	20000 Hz      	2,990 bytes   	No Snare 1                        	
2405    	30000 Hz      	66,118 bytes  	Glocken Hi ff                     	
2406    	31423 Hz      	35,778 bytes  	Wide Hive Flexi                   	
2407    	25340 Hz      	3,850 bytes   	Dink Cow                          	
2408    	30000 Hz      	50,992 bytes  	FingerCym Open                    	
2409    	44100 Hz      	7,990 bytes   	Cowbell 1                         	
2410    	20000 Hz      	6,732 bytes   	Cowbell 2                         	
2411    	18000 Hz      	5,794 bytes   	Syngogo                           	
2412    	44100 Hz      	12,758 bytes  	Cups                              	
2413    	24000 Hz      	3,952 bytes   	SK-1 LoBongo                      	
2414    	24000 Hz      	4,664 bytes   	SK-1 HiBongo                      	
2415    	26000 Hz      	6,682 bytes   	Rim Shot 2                        	
2416    	44100 Hz      	13,196 bytes  	Taiko Shell                       	
2417    	44100 Hz      	19,476 bytes  	Taiko Strike                      	
2418    	31250 Hz      	17,538 bytes  	E Indian Perc 4                   	
2419    	36000 Hz      	422,606 bytes 	Ride 2 p up 3                     	
2420    	36000 Hz      	350,038 bytes 	Ride 1 p up3                      	
2421    	36000 Hz      	472,122 bytes 	Ride Mid Bell up3                 	
2422    	36000 Hz      	230,354 bytes 	Ride Bell p up3                   	
2423    	36000 Hz      	257,366 bytes 	Ride Bell mf up3                  	
2424    	36000 Hz      	383,402 bytes 	Crack Butt up3                    	
2425    	33000 Hz      	492,108 bytes 	22 Ride Rivet Br up6              	
2426    	28000 Hz      	370,572 bytes 	18 Crash Rvt Br up6               	
2427    	28000 Hz      	256,834 bytes 	14 China up6                      	
2428    	28690 Hz      	44,408 bytes  	Acoustic Crash                    	
2429    	26000 Hz      	18,244 bytes  	Ride Cymbal                       	
2430    	26000 Hz      	16,902 bytes  	Dry Cym                           	
2431    	25000 Hz      	23,056 bytes  	Ride 2 bell                       	
2432    	36000 Hz      	19,658 bytes  	HH Tip mf                         	
2433    	28000 Hz      	15,684 bytes  	HH Tip f                          	
2434    	36000 Hz      	42,168 bytes  	HH Ft 2 mf                        	
2435    	32000 Hz      	21,856 bytes  	HH Ft 1 mf                        	
2436    	36000 Hz      	272,490 bytes 	Open fizz SP +3c                  	
2437    	38000 Hz      	84,116 bytes  	Loose Fizz                        	
2438    	31700 Hz      	4,146 bytes   	Closed Hat 4                      	
2439    	26000 Hz      	4,990 bytes   	Happy Hat Fwd                     	
2440    	24000 Hz      	2,956 bytes   	Closed Hat 5                      	
2441    	24000 Hz      	12,588 bytes  	Dry Open Hat                      	
2442    	26000 Hz      	2,570 bytes   	Little Hat                        	
2443    	26000 Hz      	15,640 bytes  	Open 909 Hat 1                    	
2444    	30000 Hz      	3,604 bytes   	Closed 808 Hat                    	
2445    	38957 Hz      	5,330 bytes   	Psst Hat                          	
2446    	32000 Hz      	63,716 bytes  	HH Closed 3                       	
2447    	36000 Hz      	277,104 bytes 	HH Bell up3                       	
2448    	24000 Hz      	100,986 bytes 	Bass Drum ff                      	
2449    	24000 Hz      	93,178 bytes  	Bass Drum mf                      	
2450    	24000 Hz      	72,994 bytes  	Bass Drum p                       	
2451    	24000 Hz      	92,010 bytes  	DW Jazz Kick 1                    	
2452    	24000 Hz      	35,774 bytes  	DW Jazz Kick 3                    	
2453    	24000 Hz      	76,052 bytes  	DW Jazz Kick 2                    	
2454    	20000 Hz      	15,256 bytes  	DW Jazz Kick 4                    	
2455    	17998 Hz      	6,044 bytes   	Kick 11                           	
2456    	21999 Hz      	10,290 bytes  	909 Kick 1                        	
2457    	44100 Hz      	12,584 bytes  	Chic Kick                         	
2458    	44100 Hz      	7,458 bytes   	Tribe Kick 2                      	
2459    	48000 Hz      	18,270 bytes  	Janis Mouth 5                     	
2460    	48000 Hz      	24,870 bytes  	Janis Mouth 3                     	
2461    	44100 Hz      	14,436 bytes  	Corey Shaker 1                    	
2462    	44100 Hz      	14,254 bytes  	Az Shaker                         	
2463    	44100 Hz      	8,090 bytes   	Corey Shaker 2                    	
2464    	24000 Hz      	111,780 bytes 	DP Snare 2 ff                     	
